batch,arm,cell,seed,game,bot,sharePar,src,K,size,turnCap,budgetMs,roster
b1,nullA,pi-potion-snake6,95008,b1|pi-potion-snake6|95008|pi-potion-snake6-s95008-r1.jsonl.gz,parentDefault,1.3846153846153846,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullA,pi-potion-hazard-snake6,95007,b1|pi-potion-hazard-snake6|95007|pi-potion-hazard-snake6-s95007-r0.jsonl.gz,potionIntel,1.6071428571428572,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullA,pi-potion-hazard-snake6,95007,b1|pi-potion-hazard-snake6|95007|pi-potion-hazard-snake6-s95007-r0.jsonl.gz,parentDefault,1.3928571428571428,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullA,pi-potion-hazard-snake6,95007,b1|pi-potion-hazard-snake6|95007|pi-potion-hazard-snake6-s95007-r0.jsonl.gz,reflex,0,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullA,pi-potion-hazard-snake6,95006,b1|pi-potion-hazard-snake6|95006|pi-potion-hazard-snake6-s95006-r1.jsonl.gz,reflex,0.7297297297297297,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullA,pi-potion-hazard-snake6,95006,b1|pi-potion-hazard-snake6|95006|pi-potion-hazard-snake6-s95006-r1.jsonl.gz,potionIntel,0.24324324324324326,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullA,pi-potion-hazard-snake6,95006,b1|pi-potion-hazard-snake6|95006|pi-potion-hazard-snake6-s95006-r1.jsonl.gz,parentDefault,2.027027027027027,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullA,pi-potion-hazard-snake6,95001,b1|pi-potion-hazard-snake6|95001|pi-potion-hazard-snake6-s95001-r0.jsonl.gz,potionIntel,1.631578947368421,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullA,pi-potion-hazard-snake6,95001,b1|pi-potion-hazard-snake6|95001|pi-potion-hazard-snake6-s95001-r0.jsonl.gz,parentDefault,1.368421052631579,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullA,pi-potion-hazard-snake6,95001,b1|pi-potion-hazard-snake6|95001|pi-potion-hazard-snake6-s95001-r0.jsonl.gz,reflex,0,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullA,pi-potion-snake6,95008,b1|pi-potion-snake6|95008|pi-potion-snake6-s95008-r2.jsonl.gz,parentDefault,0.18181818181818182,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullA,pi-potion-snake6,95008,b1|pi-potion-snake6|95008|pi-potion-snake6-s95008-r2.jsonl.gz,reflex,0.36363636363636365,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullA,pi-potion-snake6,95008,b1|pi-potion-snake6|95008|pi-potion-snake6-s95008-r2.jsonl.gz,potionIntel,2.4545454545454546,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullA,pi-potion-hazard-snake6,95002,b1|pi-potion-hazard-snake6|95002|pi-potion-hazard-snake6-s95002-r2.jsonl.gz,parentDefault,1.0851063829787233,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullA,pi-potion-hazard-snake6,95002,b1|pi-potion-hazard-snake6|95002|pi-potion-hazard-snake6-s95002-r2.jsonl.gz,reflex,0,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullA,pi-potion-hazard-snake6,95002,b1|pi-potion-hazard-snake6|95002|pi-potion-hazard-snake6-s95002-r2.jsonl.gz,potionIntel,1.9148936170212767,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullA,pi-potion-hazard-snake6,95004,b1|pi-potion-hazard-snake6|95004|pi-potion-hazard-snake6-s95004-r1.jsonl.gz,reflex,0.85,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullA,pi-potion-hazard-snake6,95004,b1|pi-potion-hazard-snake6|95004|pi-potion-hazard-snake6-s95004-r1.jsonl.gz,potionIntel,1.75,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullA,pi-potion-hazard-snake6,95004,b1|pi-potion-hazard-snake6|95004|pi-potion-hazard-snake6-s95004-r1.jsonl.gz,parentDefault,0.4,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-hazard-snake6,95006,b1|pi-potion-hazard-snake6|95006|pi-potion-hazard-snake6-s95006-r2.jsonl.gz,parentDefault,1.576271186440678,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-hazard-snake6,95006,b1|pi-potion-hazard-snake6|95006|pi-potion-hazard-snake6-s95006-r2.jsonl.gz,reflex,0.15254237288135594,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-hazard-snake6,95006,b1|pi-potion-hazard-snake6|95006|pi-potion-hazard-snake6-s95006-r2.jsonl.gz,potionIntel,1.271186440677966,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-snake6,95004,b1|pi-potion-snake6|95004|pi-potion-snake6-s95004-r2.jsonl.gz,parentDefault,1.5957446808510638,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-snake6,95004,b1|pi-potion-snake6|95004|pi-potion-snake6-s95004-r2.jsonl.gz,reflex,0.6382978723404256,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-snake6,95004,b1|pi-potion-snake6|95004|pi-potion-snake6-s95004-r2.jsonl.gz,potionIntel,0.7659574468085106,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-snake6,95005,b1|pi-potion-snake6|95005|pi-potion-snake6-s95005-r0.jsonl.gz,potionIntel,1.271186440677966,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-snake6,95005,b1|pi-potion-snake6|95005|pi-potion-snake6-s95005-r0.jsonl.gz,parentDefault,1.2203389830508475,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-snake6,95005,b1|pi-potion-snake6|95005|pi-potion-snake6-s95005-r0.jsonl.gz,reflex,0.5084745762711864,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-hazard-snake6,95005,b1|pi-potion-hazard-snake6|95005|pi-potion-hazard-snake6-s95005-r2.jsonl.gz,parentDefault,0.75,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-hazard-snake6,95005,b1|pi-potion-hazard-snake6|95005|pi-potion-hazard-snake6-s95005-r2.jsonl.gz,reflex,0.5357142857142857,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-hazard-snake6,95005,b1|pi-potion-hazard-snake6|95005|pi-potion-hazard-snake6-s95005-r2.jsonl.gz,potionIntel,1.7142857142857142,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-hazard-snake6,95004,b1|pi-potion-hazard-snake6|95004|pi-potion-hazard-snake6-s95004-r0.jsonl.gz,potionIntel,1.65,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-hazard-snake6,95004,b1|pi-potion-hazard-snake6|95004|pi-potion-hazard-snake6-s95004-r0.jsonl.gz,parentDefault,1.35,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-hazard-snake6,95004,b1|pi-potion-hazard-snake6|95004|pi-potion-hazard-snake6-s95004-r0.jsonl.gz,reflex,0,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-hazard-snake6,95005,b1|pi-potion-hazard-snake6|95005|pi-potion-hazard-snake6-s95005-r1.jsonl.gz,reflex,0,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-hazard-snake6,95005,b1|pi-potion-hazard-snake6|95005|pi-potion-hazard-snake6-s95005-r1.jsonl.gz,potionIntel,1.0909090909090908,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-hazard-snake6,95005,b1|pi-potion-hazard-snake6|95005|pi-potion-hazard-snake6-s95005-r1.jsonl.gz,parentDefault,1.9090909090909092,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-snake6,95001,b1|pi-potion-snake6|95001|pi-potion-snake6-s95001-r1.jsonl.gz,reflex,0,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-snake6,95001,b1|pi-potion-snake6|95001|pi-potion-snake6-s95001-r1.jsonl.gz,potionIntel,2.0714285714285716,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-snake6,95001,b1|pi-potion-snake6|95001|pi-potion-snake6-s95001-r1.jsonl.gz,parentDefault,0.9285714285714286,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-snake6,95007,b1|pi-potion-snake6|95007|pi-potion-snake6-s95007-r2.jsonl.gz,parentDefault,2.5555555555555554,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-snake6,95007,b1|pi-potion-snake6|95007|pi-potion-snake6-s95007-r2.jsonl.gz,reflex,0,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-snake6,95007,b1|pi-potion-snake6|95007|pi-potion-snake6-s95007-r2.jsonl.gz,potionIntel,0.4444444444444444,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-hazard-snake6,95004,b1|pi-potion-hazard-snake6|95004|pi-potion-hazard-snake6-s95004-r2.jsonl.gz,parentDefault,1.3255813953488371,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-hazard-snake6,95004,b1|pi-potion-hazard-snake6|95004|pi-potion-hazard-snake6-s95004-r2.jsonl.gz,reflex,0.4186046511627907,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-hazard-snake6,95004,b1|pi-potion-hazard-snake6|95004|pi-potion-hazard-snake6-s95004-r2.jsonl.gz,potionIntel,1.255813953488372,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-snake6,95007,b1|pi-potion-snake6|95007|pi-potion-snake6-s95007-r1.jsonl.gz,reflex,0.21052631578947367,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-snake6,95007,b1|pi-potion-snake6|95007|pi-potion-snake6-s95007-r1.jsonl.gz,potionIntel,1.5263157894736843,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-snake6,95007,b1|pi-potion-snake6|95007|pi-potion-snake6-s95007-r1.jsonl.gz,parentDefault,1.263157894736842,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-snake6,95001,b1|pi-potion-snake6|95001|pi-potion-snake6-s95001-r2.jsonl.gz,parentDefault,1.8529411764705883,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-snake6,95001,b1|pi-potion-snake6|95001|pi-potion-snake6-s95001-r2.jsonl.gz,reflex,0,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-snake6,95001,b1|pi-potion-snake6|95001|pi-potion-snake6-s95001-r2.jsonl.gz,potionIntel,1.1470588235294117,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-hazard-snake6,95005,b1|pi-potion-hazard-snake6|95005|pi-potion-hazard-snake6-s95005-r0.jsonl.gz,potionIntel,1.0961538461538463,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-hazard-snake6,95005,b1|pi-potion-hazard-snake6|95005|pi-potion-hazard-snake6-s95005-r0.jsonl.gz,parentDefault,1.9038461538461537,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-hazard-snake6,95005,b1|pi-potion-hazard-snake6|95005|pi-potion-hazard-snake6-s95005-r0.jsonl.gz,reflex,0,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-hazard-snake6,95001,b1|pi-potion-hazard-snake6|95001|pi-potion-hazard-snake6-s95001-r2.jsonl.gz,parentDefault,1.5,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-hazard-snake6,95001,b1|pi-potion-hazard-snake6|95001|pi-potion-hazard-snake6-s95001-r2.jsonl.gz,reflex,0.25,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-hazard-snake6,95001,b1|pi-potion-hazard-snake6|95001|pi-potion-hazard-snake6-s95001-r2.jsonl.gz,potionIntel,1.25,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-hazard-snake6,95001,b1|pi-potion-hazard-snake6|95001|pi-potion-hazard-snake6-s95001-r1.jsonl.gz,reflex,0.4576271186440678,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-hazard-snake6,95001,b1|pi-potion-hazard-snake6|95001|pi-potion-hazard-snake6-s95001-r1.jsonl.gz,potionIntel,1.0677966101694916,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-hazard-snake6,95001,b1|pi-potion-hazard-snake6|95001|pi-potion-hazard-snake6-s95001-r1.jsonl.gz,parentDefault,1.4745762711864407,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-snake6,95006,b1|pi-potion-snake6|95006|pi-potion-snake6-s95006-r1.jsonl.gz,reflex,0,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-snake6,95006,b1|pi-potion-snake6|95006|pi-potion-snake6-s95006-r1.jsonl.gz,potionIntel,1.829268292682927,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-snake6,95006,b1|pi-potion-snake6|95006|pi-potion-snake6-s95006-r1.jsonl.gz,parentDefault,1.170731707317073,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-snake6,95003,b1|pi-potion-snake6|95003|pi-potion-snake6-s95003-r0.jsonl.gz,potionIntel,1.3888888888888888,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-snake6,95003,b1|pi-potion-snake6|95003|pi-potion-snake6-s95003-r0.jsonl.gz,parentDefault,1.6111111111111112,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-snake6,95003,b1|pi-potion-snake6|95003|pi-potion-snake6-s95003-r0.jsonl.gz,reflex,0,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-hazard-snake6,95007,b1|pi-potion-hazard-snake6|95007|pi-potion-hazard-snake6-s95007-r2.jsonl.gz,parentDefault,1.05,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-hazard-snake6,95007,b1|pi-potion-hazard-snake6|95007|pi-potion-hazard-snake6-s95007-r2.jsonl.gz,reflex,0.3,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-hazard-snake6,95007,b1|pi-potion-hazard-snake6|95007|pi-potion-hazard-snake6-s95007-r2.jsonl.gz,potionIntel,1.65,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-snake6,95004,b1|pi-potion-snake6|95004|pi-potion-snake6-s95004-r0.jsonl.gz,potionIntel,1.1666666666666667,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-snake6,95004,b1|pi-potion-snake6|95004|pi-potion-snake6-s95004-r0.jsonl.gz,parentDefault,1.4444444444444444,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-snake6,95004,b1|pi-potion-snake6|95004|pi-potion-snake6-s95004-r0.jsonl.gz,reflex,0.3888888888888889,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-hazard-snake6,95002,b1|pi-potion-hazard-snake6|95002|pi-potion-hazard-snake6-s95002-r1.jsonl.gz,reflex,0.34615384615384615,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-hazard-snake6,95002,b1|pi-potion-hazard-snake6|95002|pi-potion-hazard-snake6-s95002-r1.jsonl.gz,potionIntel,2.1923076923076925,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-hazard-snake6,95002,b1|pi-potion-hazard-snake6|95002|pi-potion-hazard-snake6-s95002-r1.jsonl.gz,parentDefault,0.46153846153846156,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-hazard-snake6,95008,b1|pi-potion-hazard-snake6|95008|pi-potion-hazard-snake6-s95008-r2.jsonl.gz,parentDefault,1.0666666666666667,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-hazard-snake6,95008,b1|pi-potion-hazard-snake6|95008|pi-potion-hazard-snake6-s95008-r2.jsonl.gz,reflex,0,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-hazard-snake6,95008,b1|pi-potion-hazard-snake6|95008|pi-potion-hazard-snake6-s95008-r2.jsonl.gz,potionIntel,1.9333333333333333,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-snake6,95001,b1|pi-potion-snake6|95001|pi-potion-snake6-s95001-r0.jsonl.gz,potionIntel,1.2727272727272727,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-snake6,95001,b1|pi-potion-snake6|95001|pi-potion-snake6-s95001-r0.jsonl.gz,parentDefault,1.3636363636363635,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-snake6,95001,b1|pi-potion-snake6|95001|pi-potion-snake6-s95001-r0.jsonl.gz,reflex,0.36363636363636365,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-snake6,95007,b1|pi-potion-snake6|95007|pi-potion-snake6-s95007-r0.jsonl.gz,potionIntel,1.6,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-snake6,95007,b1|pi-potion-snake6|95007|pi-potion-snake6-s95007-r0.jsonl.gz,parentDefault,0.9,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-snake6,95007,b1|pi-potion-snake6|95007|pi-potion-snake6-s95007-r0.jsonl.gz,reflex,0.5,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-snake6,95005,b1|pi-potion-snake6|95005|pi-potion-snake6-s95005-r1.jsonl.gz,reflex,0.3157894736842105,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-snake6,95005,b1|pi-potion-snake6|95005|pi-potion-snake6-s95005-r1.jsonl.gz,potionIntel,1.368421052631579,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-snake6,95005,b1|pi-potion-snake6|95005|pi-potion-snake6-s95005-r1.jsonl.gz,parentDefault,1.3157894736842106,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-snake6,95002,b1|pi-potion-snake6|95002|pi-potion-snake6-s95002-r2.jsonl.gz,parentDefault,1.25,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-snake6,95002,b1|pi-potion-snake6|95002|pi-potion-snake6-s95002-r2.jsonl.gz,reflex,0.3125,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-snake6,95002,b1|pi-potion-snake6|95002|pi-potion-snake6-s95002-r2.jsonl.gz,potionIntel,1.4375,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-snake6,95006,b1|pi-potion-snake6|95006|pi-potion-snake6-s95006-r2.jsonl.gz,parentDefault,1.5625,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-snake6,95006,b1|pi-potion-snake6|95006|pi-potion-snake6-s95006-r2.jsonl.gz,reflex,0.5,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-snake6,95006,b1|pi-potion-snake6|95006|pi-potion-snake6-s95006-r2.jsonl.gz,potionIntel,0.9375,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-hazard-snake6,95003,b1|pi-potion-hazard-snake6|95003|pi-potion-hazard-snake6-s95003-r2.jsonl.gz,parentDefault,1.4230769230769231,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-hazard-snake6,95003,b1|pi-potion-hazard-snake6|95003|pi-potion-hazard-snake6-s95003-r2.jsonl.gz,reflex,0,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-hazard-snake6,95003,b1|pi-potion-hazard-snake6|95003|pi-potion-hazard-snake6-s95003-r2.jsonl.gz,potionIntel,1.5769230769230769,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-hazard-snake6,95007,b1|pi-potion-hazard-snake6|95007|pi-potion-hazard-snake6-s95007-r1.jsonl.gz,reflex,1.1333333333333333,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-hazard-snake6,95007,b1|pi-potion-hazard-snake6|95007|pi-potion-hazard-snake6-s95007-r1.jsonl.gz,potionIntel,0.7333333333333333,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-hazard-snake6,95007,b1|pi-potion-hazard-snake6|95007|pi-potion-hazard-snake6-s95007-r1.jsonl.gz,parentDefault,1.1333333333333333,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-hazard-snake6,95006,b1|pi-potion-hazard-snake6|95006|pi-potion-hazard-snake6-s95006-r0.jsonl.gz,potionIntel,1.5483870967741935,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-hazard-snake6,95006,b1|pi-potion-hazard-snake6|95006|pi-potion-hazard-snake6-s95006-r0.jsonl.gz,parentDefault,1.3064516129032258,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-hazard-snake6,95006,b1|pi-potion-hazard-snake6|95006|pi-potion-hazard-snake6-s95006-r0.jsonl.gz,reflex,0.14516129032258066,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-snake6,95002,b1|pi-potion-snake6|95002|pi-potion-snake6-s95002-r1.jsonl.gz,reflex,0,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-snake6,95002,b1|pi-potion-snake6|95002|pi-potion-snake6-s95002-r1.jsonl.gz,potionIntel,0,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-snake6,95002,b1|pi-potion-snake6|95002|pi-potion-snake6-s95002-r1.jsonl.gz,parentDefault,3,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-hazard-snake6,95008,b1|pi-potion-hazard-snake6|95008|pi-potion-hazard-snake6-s95008-r1.jsonl.gz,reflex,0,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-hazard-snake6,95008,b1|pi-potion-hazard-snake6|95008|pi-potion-hazard-snake6-s95008-r1.jsonl.gz,potionIntel,1.3170731707317074,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-hazard-snake6,95008,b1|pi-potion-hazard-snake6|95008|pi-potion-hazard-snake6-s95008-r1.jsonl.gz,parentDefault,1.6829268292682926,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-snake6,95002,b1|pi-potion-snake6|95002|pi-potion-snake6-s95002-r0.jsonl.gz,potionIntel,1.2857142857142858,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-snake6,95002,b1|pi-potion-snake6|95002|pi-potion-snake6-s95002-r0.jsonl.gz,parentDefault,1.7142857142857142,native,3,21,80,400,snake|snake|snake|snake|snake|snake
b1,nullB,pi-potion-snake6,95002,b1|pi-potion-snake6|95002|pi-potion-snake6-s95002-r0.jsonl.gz,reflex,0,native,3,21,80,400,snake|snake|snake|snake|snake|snake
